flight_id,route_code,airline_code,airline_name,flight_number,origin_city,origin_airport_code,origin_airport_name,destination_city,destination_airport_code,destination_airport_name,flight_date,departure_time,arrival_time,departure_datetime,arrival_datetime,duration_minutes,stops,cabin_class,price_twd,currency,seats_total,seats_available,baggage_kg,status,source_type,created_at,updated_at
1796,TPE-AKJ,IT,虎航,IT472,桃園,TPE,桃園國際機場,旭川,AKJ,旭川機場,2026-09-12,06:50,11:13,2026-09-12 06:50:00,2026-09-12 11:13:00,263,0,economy,12560,TWD,180,28,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1797,KHH-KIJ,IT,虎航,IT478,高雄,KHH,高雄國際機場,新潟,KIJ,新潟機場,2026-09-12,06:50,10:44,2026-09-12 06:50:00,2026-09-12 10:44:00,234,0,economy,10480,TWD,180,55,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1798,TPE-AKJ,IT,虎航,IT491,桃園,TPE,桃園國際機場,旭川,AKJ,旭川機場,2026-09-12,06:50,11:13,2026-09-12 06:50:00,2026-09-12 11:13:00,263,0,premium_economy,19030,TWD,36,4,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1799,KHH-ISG,IT,虎航,IT658,高雄,KHH,高雄國際機場,石垣,ISG,新石垣機場,2026-09-12,06:50,09:00,2026-09-12 06:50:00,2026-09-12 09:00:00,130,0,economy,7820,TWD,180,125,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1800,KHH-ISG,IT,虎航,IT677,高雄,KHH,高雄國際機場,石垣,ISG,新石垣機場,2026-09-12,06:50,09:08,2026-09-12 06:50:00,2026-09-12 09:08:00,138,0,premium_economy,12110,TWD,36,2,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1801,KHH-UKB,JX,星宇,JX777,高雄,KHH,高雄國際機場,神戶,UKB,神戶機場,2026-09-12,06:50,10:00,2026-09-12 06:50:00,2026-09-12 10:00:00,190,0,premium_economy,17890,TWD,36,2,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1802,KHH-TAK,JX,星宇,JX818,高雄,KHH,高雄國際機場,高松,TAK,高松機場,2026-09-12,06:50,09:48,2026-09-12 06:50:00,2026-09-12 09:48:00,178,0,economy,9570,TWD,180,74,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1803,KHH-KIX,MM,樂桃,MM063,高雄,KHH,高雄國際機場,大阪,KIX,關西國際機場,2026-09-12,06:50,09:51,2026-09-12 06:50:00,2026-09-12 09:51:00,181,0,premium_economy,13790,TWD,36,2,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1804,KHH-OKA,MM,樂桃,MM158,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-09-12,06:50,08:36,2026-09-12 06:50:00,2026-09-12 08:36:00,106,0,economy,6660,TWD,180,106,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1805,KHH-FUK,MM,樂桃,MM218,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-09-12,06:50,09:30,2026-09-12 06:50:00,2026-09-12 09:30:00,160,0,economy,7680,TWD,180,12,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1806,TPE-HND,MM,樂桃,MM711,桃園,TPE,桃園國際機場,東京,HND,羽田機場,2026-09-12,06:50,10:21,2026-09-12 06:50:00,2026-09-12 10:21:00,211,0,premium_economy,15450,TWD,36,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1807,TPE-KIX,MM,樂桃,MM790,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-09-12,06:50,09:49,2026-09-12 06:50:00,2026-09-12 09:49:00,179,0,business,20930,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1808,TPE-OKA,MM,樂桃,MM850,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-09-12,06:50,08:37,2026-09-12 06:50:00,2026-09-12 08:37:00,107,0,business,18290,TWD,20,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1809,KHH-HKD,IT,虎航,IT118,高雄,KHH,高雄國際機場,函館,HKD,函館機場,2026-09-12,08:10,12:28,2026-09-12 08:10:00,2026-09-12 12:28:00,258,0,economy,12840,TWD,180,67,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1810,TPE-OKJ,IT,虎航,IT131,桃園,TPE,桃園國際機場,岡山,OKJ,岡山機場,2026-09-12,08:10,11:00,2026-09-12 08:10:00,2026-09-12 11:00:00,170,0,premium_economy,13350,TWD,36,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1811,TPE-HSG,IT,虎航,IT390,桃園,TPE,桃園國際機場,佐賀,HSG,佐賀機場,2026-09-12,08:10,10:43,2026-09-12 08:10:00,2026-09-12 10:43:00,153,0,business,19420,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1812,KHH-KIJ,IT,虎航,IT430,高雄,KHH,高雄國際機場,新潟,KIJ,新潟機場,2026-09-12,08:10,12:07,2026-09-12 08:10:00,2026-09-12 12:07:00,237,0,premium_economy,16430,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1813,TPE-ISG,IT,虎航,IT450,桃園,TPE,桃園國際機場,石垣,ISG,新石垣機場,2026-09-12,08:10,10:14,2026-09-12 08:10:00,2026-09-12 10:14:00,124,0,business,19460,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1814,KHH-OKA,IT,虎航,IT474,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-09-12,08:10,10:06,2026-09-12 08:10:00,2026-09-12 10:06:00,116,0,premium_economy,10500,TWD,36,2,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1815,KHH-CTS,MM,樂桃,MM278,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-09-12,08:10,12:34,2026-09-12 08:10:00,2026-09-12 12:34:00,264,0,economy,11860,TWD,180,92,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1816,KHH-CTS,MM,樂桃,MM297,高雄,KHH,高雄國際機場,札幌,CTS,新千歲機場,2026-09-12,08:10,12:20,2026-09-12 08:10:00,2026-09-12 12:20:00,250,0,premium_economy,19880,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1817,TPE-OKA,MM,樂桃,MM812,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-09-12,08:10,09:51,2026-09-12 08:10:00,2026-09-12 09:51:00,101,0,economy,6490,TWD,180,111,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1818,KHH-NRT,MM,樂桃,MM897,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-09-12,08:10,11:31,2026-09-12 08:10:00,2026-09-12 11:31:00,201,0,premium_economy,14800,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1819,KHH-HKD,IT,虎航,IT156,高雄,KHH,高雄國際機場,函館,HKD,函館機場,2026-09-12,10:20,14:57,2026-09-12 10:20:00,2026-09-12 14:57:00,277,0,business,32660,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1820,TPE-KMQ,IT,虎航,IT210,桃園,TPE,桃園國際機場,小松,KMQ,小松機場,2026-09-12,10:20,13:46,2026-09-12 10:20:00,2026-09-12 13:46:00,206,0,business,25790,TWD,20,1,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1821,TPE-KIJ,IT,虎航,IT270,桃園,TPE,桃園國際機場,新潟,KIJ,新潟機場,2026-09-12,10:20,13:54,2026-09-12 10:20:00,2026-09-12 13:54:00,214,0,business,27690,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1822,KHH-OKJ,IT,虎航,IT377,高雄,KHH,高雄國際機場,岡山,OKJ,岡山機場,2026-09-12,10:20,13:26,2026-09-12 10:20:00,2026-09-12 13:26:00,186,0,premium_economy,12080,TWD,36,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1823,KHH-KMQ,IT,虎航,IT418,高雄,KHH,高雄國際機場,小松,KMQ,小松機場,2026-09-12,10:20,13:56,2026-09-12 10:20:00,2026-09-12 13:56:00,216,0,economy,10110,TWD,180,74,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1824,KHH-ISG,IT,虎航,IT659,高雄,KHH,高雄國際機場,石垣,ISG,新石垣機場,2026-09-12,10:20,12:35,2026-09-12 10:20:00,2026-09-12 12:35:00,135,0,economy,7670,TWD,180,20,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1825,TPE-KMJ,JX,星宇,JX370,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-09-12,10:20,13:00,2026-09-12 10:20:00,2026-09-12 13:00:00,160,0,business,26020,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1826,TPE-TAK,JX,星宇,JX610,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-09-12,10:20,13:01,2026-09-12 10:20:00,2026-09-12 13:01:00,161,0,business,24610,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1827,KHH-NRT,MM,樂桃,MM016,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-09-12,10:20,13:58,2026-09-12 10:20:00,2026-09-12 13:58:00,218,0,business,28840,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1828,KHH-HND,MM,樂桃,MM038,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-09-12,10:20,13:47,2026-09-12 10:20:00,2026-09-12 13:47:00,207,0,economy,9810,TWD,180,77,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1829,KHH-OKA,MM,樂桃,MM177,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-09-12,10:20,12:04,2026-09-12 10:20:00,2026-09-12 12:04:00,104,0,premium_economy,12490,TWD,36,2,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1830,TPE-FUK,CI,華航,CI136,桃園,TPE,桃園國際機場,福岡,FUK,福岡機場,2026-09-12,12:35,15:01,2026-09-12 12:35:00,2026-09-12 15:01:00,146,0,premium_economy,13830,TWD,36,3,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1831,KHH-HKD,IT,虎航,IT137,高雄,KHH,高雄國際機場,函館,HKD,函館機場,2026-09-12,12:35,17:12,2026-09-12 12:35:00,2026-09-12 17:12:00,277,0,premium_economy,18300,TWD,36,2,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1832,TPE-OKJ,IT,虎航,IT150,桃園,TPE,桃園國際機場,岡山,OKJ,岡山機場,2026-09-12,12:35,15:17,2026-09-12 12:35:00,2026-09-12 15:17:00,162,0,business,24250,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1833,TPE-KIJ,IT,虎航,IT232,桃園,TPE,桃園國際機場,新潟,KIJ,新潟機場,2026-09-12,12:35,16:20,2026-09-12 12:35:00,2026-09-12 16:20:00,225,0,economy,9250,TWD,180,45,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1834,TPE-KIJ,IT,虎航,IT251,桃園,TPE,桃園國際機場,新潟,KIJ,新潟機場,2026-09-12,12:35,16:12,2026-09-12 12:35:00,2026-09-12 16:12:00,217,0,premium_economy,15680,TWD,36,6,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1835,KHH-KMI,IT,虎航,IT298,高雄,KHH,高雄國際機場,宮崎,KMI,宮崎機場,2026-09-12,12:35,15:29,2026-09-12 12:35:00,2026-09-12 15:29:00,174,0,economy,9500,TWD,180,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1836,TPE-AKJ,IT,虎航,IT510,桃園,TPE,桃園國際機場,旭川,AKJ,旭川機場,2026-09-12,12:35,16:56,2026-09-12 12:35:00,2026-09-12 16:56:00,261,0,business,34770,TWD,20,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1837,KHH-OIT,IT,虎航,IT538,高雄,KHH,高雄國際機場,大分,OIT,大分機場,2026-09-12,12:35,15:14,2026-09-12 12:35:00,2026-09-12 15:14:00,159,0,economy,7700,TWD,180,46,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1838,KHH-ISG,IT,虎航,IT696,高雄,KHH,高雄國際機場,石垣,ISG,新石垣機場,2026-09-12,12:35,14:52,2026-09-12 12:35:00,2026-09-12 14:52:00,137,0,business,19850,TWD,20,1,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1839,KHH-AKJ,IT,虎航,IT718,高雄,KHH,高雄國際機場,旭川,AKJ,旭川機場,2026-09-12,12:35,17:08,2026-09-12 12:35:00,2026-09-12 17:08:00,273,0,economy,12280,TWD,180,114,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1840,TPE-HKD,IT,虎航,IT772,桃園,TPE,桃園國際機場,函館,HKD,函館機場,2026-09-12,12:35,16:51,2026-09-12 12:35:00,2026-09-12 16:51:00,256,0,economy,11050,TWD,180,127,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1841,TPE-HND,IT,虎航,IT821,桃園,TPE,桃園國際機場,東京,HND,羽田機場,2026-09-12,12:35,16:02,2026-09-12 12:35:00,2026-09-12 16:02:00,207,0,economy,9490,TWD,180,73,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1842,TPE-KMJ,JX,星宇,JX351,桃園,TPE,桃園國際機場,熊本,KMJ,熊本機場,2026-09-12,12:35,14:58,2026-09-12 12:35:00,2026-09-12 14:58:00,143,0,premium_economy,15180,TWD,36,4,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1843,TPE-UKB,JX,星宇,JX512,桃園,TPE,桃園國際機場,神戶,UKB,神戶機場,2026-09-12,12:35,15:36,2026-09-12 12:35:00,2026-09-12 15:36:00,181,0,economy,9830,TWD,180,45,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1844,KHH-KMJ,JX,星宇,JX578,高雄,KHH,高雄國際機場,熊本,KMJ,熊本機場,2026-09-12,12:35,15:10,2026-09-12 12:35:00,2026-09-12 15:10:00,155,0,economy,9750,TWD,180,12,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1845,KHH-UKB,JX,星宇,JX796,高雄,KHH,高雄國際機場,神戶,UKB,神戶機場,2026-09-12,12:35,15:37,2026-09-12 12:35:00,2026-09-12 15:37:00,182,0,business,31550,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1846,KHH-HND,MM,樂桃,MM057,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-09-12,12:35,15:59,2026-09-12 12:35:00,2026-09-12 15:59:00,204,0,premium_economy,15390,TWD,36,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1847,TPE-SDJ,CI,華航,CI592,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-09-12,13:40,17:16,2026-09-12 13:40:00,2026-09-12 17:16:00,216,0,economy,11000,TWD,180,82,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1848,TPE-SDJ,CI,華航,CI630,桃園,TPE,桃園國際機場,仙台,SDJ,仙台機場,2026-09-12,13:40,17:15,2026-09-12 13:40:00,2026-09-12 17:15:00,215,0,business,32270,TWD,20,0,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1849,KHH-NGO,CI,華航,CI756,高雄,KHH,高雄國際機場,名古屋,NGO,中部國際機場,2026-09-12,13:40,16:44,2026-09-12 13:40:00,2026-09-12 16:44:00,184,0,business,29960,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1850,TPE-KMI,IT,虎航,IT052,桃園,TPE,桃園國際機場,宮崎,KMI,宮崎機場,2026-09-12,13:40,16:34,2026-09-12 13:40:00,2026-09-12 16:34:00,174,0,economy,8780,TWD,180,112,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1851,TPE-KMQ,IT,虎航,IT191,桃園,TPE,桃園國際機場,小松,KMQ,小松機場,2026-09-12,13:40,16:56,2026-09-12 13:40:00,2026-09-12 16:56:00,196,0,premium_economy,14640,TWD,36,3,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1852,TPE-OIT,IT,虎航,IT311,桃園,TPE,桃園國際機場,大分,OIT,大分機場,2026-09-12,13:40,16:08,2026-09-12 13:40:00,2026-09-12 16:08:00,148,0,premium_economy,11390,TWD,36,2,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1853,TPE-HSG,IT,虎航,IT371,桃園,TPE,桃園國際機場,佐賀,HSG,佐賀機場,2026-09-12,13:40,16:04,2026-09-12 13:40:00,2026-09-12 16:04:00,144,0,premium_economy,10810,TWD,36,4,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1854,TPE-ISG,IT,虎航,IT431,桃園,TPE,桃園國際機場,石垣,ISG,新石垣機場,2026-09-12,13:40,15:43,2026-09-12 13:40:00,2026-09-12 15:43:00,123,0,premium_economy,11810,TWD,36,3,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1855,KHH-HSG,IT,虎航,IT598,高雄,KHH,高雄國際機場,佐賀,HSG,佐賀機場,2026-09-12,13:40,16:12,2026-09-12 13:40:00,2026-09-12 16:12:00,152,0,economy,7720,TWD,180,118,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1856,KHH-AKJ,IT,虎航,IT737,高雄,KHH,高雄國際機場,旭川,AKJ,旭川機場,2026-09-12,13:40,18:22,2026-09-12 13:40:00,2026-09-12 18:22:00,282,0,premium_economy,21260,TWD,36,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1857,KHH-AKJ,IT,虎航,IT756,高雄,KHH,高雄國際機場,旭川,AKJ,旭川機場,2026-09-12,13:40,18:06,2026-09-12 13:40:00,2026-09-12 18:06:00,266,0,business,36320,TWD,20,1,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1858,KHH-KMJ,JX,星宇,JX597,高雄,KHH,高雄國際機場,熊本,KMJ,熊本機場,2026-09-12,13:40,16:26,2026-09-12 13:40:00,2026-09-12 16:26:00,166,0,premium_economy,17060,TWD,36,3,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1859,TPE-CTS,JX,星宇,JX757,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-09-12,13:40,17:59,2026-09-12 13:40:00,2026-09-12 17:59:00,259,0,economy,13270,TWD,180,24,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1860,KHH-TAK,JX,星宇,JX837,高雄,KHH,高雄國際機場,高松,TAK,高松機場,2026-09-12,13:40,16:25,2026-09-12 13:40:00,2026-09-12 16:25:00,165,0,premium_economy,17350,TWD,36,0,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1861,KHH-TAK,JX,星宇,JX856,高雄,KHH,高雄國際機場,高松,TAK,高松機場,2026-09-12,13:40,16:23,2026-09-12 13:40:00,2026-09-12 16:23:00,163,0,business,28800,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1862,KHH-NRT,MM,樂桃,MM878,高雄,KHH,高雄國際機場,東京,NRT,成田國際機場,2026-09-12,13:40,17:12,2026-09-12 13:40:00,2026-09-12 17:12:00,212,0,economy,9020,TWD,180,96,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1863,KHH-SDJ,CI,華航,CI857,高雄,KHH,高雄國際機場,仙台,SDJ,仙台機場,2026-09-12,15:10,18:59,2026-09-12 15:10:00,2026-09-12 18:59:00,229,0,premium_economy,17650,TWD,36,6,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1864,TPE-HSG,IT,虎航,IT352,桃園,TPE,桃園國際機場,佐賀,HSG,佐賀機場,2026-09-12,15:10,17:26,2026-09-12 15:10:00,2026-09-12 17:26:00,136,0,economy,7120,TWD,180,32,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1865,TPE-NRT,MM,樂桃,MM632,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-09-12,15:10,18:35,2026-09-12 15:10:00,2026-09-12 18:35:00,205,0,economy,9430,TWD,180,7,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1866,TPE-OKA,CI,華航,CI323,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-09-12,17:25,19:01,2026-09-12 17:25:00,2026-09-12 19:01:00,96,0,economy,7580,TWD,180,11,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1867,KHH-KMI,IT,虎航,IT317,高雄,KHH,高雄國際機場,宮崎,KMI,宮崎機場,2026-09-12,17:25,20:19,2026-09-12 17:25:00,2026-09-12 20:19:00,174,0,premium_economy,14310,TWD,36,5,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1868,KHH-OKJ,IT,虎航,IT358,高雄,KHH,高雄國際機場,岡山,OKJ,岡山機場,2026-09-12,17:25,20:30,2026-09-12 17:25:00,2026-09-12 20:30:00,185,0,economy,9020,TWD,180,83,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1869,KHH-KMQ,IT,虎航,IT437,高雄,KHH,高雄國際機場,小松,KMQ,小松機場,2026-09-12,17:25,20:43,2026-09-12 17:25:00,2026-09-12 20:43:00,198,0,premium_economy,14520,TWD,36,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1870,KHH-KIJ,IT,虎航,IT497,高雄,KHH,高雄國際機場,新潟,KIJ,新潟機場,2026-09-12,17:25,21:14,2026-09-12 17:25:00,2026-09-12 21:14:00,229,0,premium_economy,15360,TWD,36,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1871,KHH-OIT,IT,虎航,IT576,高雄,KHH,高雄國際機場,大分,OIT,大分機場,2026-09-12,17:25,19:58,2026-09-12 17:25:00,2026-09-12 19:58:00,153,0,business,23600,TWD,20,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1872,TPE-UKB,JX,星宇,JX531,桃園,TPE,桃園國際機場,神戶,UKB,神戶機場,2026-09-12,17:25,20:25,2026-09-12 17:25:00,2026-09-12 20:25:00,180,0,premium_economy,16640,TWD,36,3,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1873,TPE-TAK,JX,星宇,JX572,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-09-12,17:25,20:02,2026-09-12 17:25:00,2026-09-12 20:02:00,157,0,economy,10320,TWD,180,34,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1874,KHH-KMJ,JX,星宇,JX616,高雄,KHH,高雄國際機場,熊本,KMJ,熊本機場,2026-09-12,17:25,19:59,2026-09-12 17:25:00,2026-09-12 19:59:00,154,0,business,29200,TWD,20,1,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1875,KHH-UKB,JX,星宇,JX758,高雄,KHH,高雄國際機場,神戶,UKB,神戶機場,2026-09-12,17:25,20:29,2026-09-12 17:25:00,2026-09-12 20:29:00,184,0,economy,12050,TWD,180,94,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1876,KHH-HND,MM,樂桃,MM076,高雄,KHH,高雄國際機場,東京,HND,羽田機場,2026-09-12,17:25,20:52,2026-09-12 17:25:00,2026-09-12 20:52:00,207,0,business,29440,TWD,20,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1877,KHH-FUK,MM,樂桃,MM237,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-09-12,17:25,20:01,2026-09-12 17:25:00,2026-09-12 20:01:00,156,0,premium_economy,14490,TWD,36,1,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1878,KHH-FUK,MM,樂桃,MM256,高雄,KHH,高雄國際機場,福岡,FUK,福岡機場,2026-09-12,17:25,19:52,2026-09-12 17:25:00,2026-09-12 19:52:00,147,0,business,25010,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1879,TPE-CTS,MM,樂桃,MM455,桃園,TPE,桃園國際機場,札幌,CTS,新千歲機場,2026-09-12,17:25,21:41,2026-09-12 17:25:00,2026-09-12 21:41:00,256,0,business,31370,TWD,20,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1880,TPE-NRT,MM,樂桃,MM651,桃園,TPE,桃園國際機場,東京,NRT,成田國際機場,2026-09-12,17:25,20:36,2026-09-12 17:25:00,2026-09-12 20:36:00,191,0,premium_economy,14190,TWD,36,3,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1881,TPE-KIX,MM,樂桃,MM771,桃園,TPE,桃園國際機場,大阪,KIX,關西國際機場,2026-09-12,17:25,20:15,2026-09-12 17:25:00,2026-09-12 20:15:00,170,0,premium_economy,13940,TWD,36,0,20,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1882,TPE-OKA,MM,樂桃,MM831,桃園,TPE,桃園國際機場,沖繩,OKA,那霸機場,2026-09-12,17:25,19:08,2026-09-12 17:25:00,2026-09-12 19:08:00,103,0,premium_economy,9300,TWD,36,0,20,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1883,KHH-OKA,CI,華航,CI330,高雄,KHH,高雄國際機場,沖繩,OKA,那霸機場,2026-09-12,20:05,21:59,2026-09-12 20:05:00,2026-09-12 21:59:00,114,0,economy,9310,TWD,180,62,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1884,TPE-NGO,CI,華航,CI491,桃園,TPE,桃園國際機場,名古屋,NGO,中部國際機場,2026-09-12,20:05,23:04,2026-09-12 20:05:00,2026-09-12 23:04:00,179,0,premium_economy,16260,TWD,36,4,23,scheduled,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1885,TPE-TAK,CI,華航,CI507,桃園,TPE,桃園國際機場,高松,TAK,高松機場,2026-09-12,20:05,22:36,2026-09-12 20:05:00,2026-09-12 22:36:00,151,0,premium_economy,14890,TWD,36,2,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
1886,TPE-NGO,CI,華航,CI510,桃園,TPE,桃園國際機場,名古屋,NGO,中部國際機場,2026-09-12,20:05,23:13,2026-09-12 20:05:00,2026-09-12 23:13:00,188,0,business,25870,TWD,20,0,23,limited,fake_seed,2026-06-24 00:00:00,2026-06-24 00:00:00
